max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
9.083045829938424,1.439430239079481,0.4417798985860999,28.983608691478032,1.4435241994275354,0.5581251685463644,0.8503730218270205,0.8918425865211843,0.1731403589868389,0.5715230907781006,282.7615079754334
