max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
1.1680440872752191,0.4597416447627123,0.43756029728259205,29.332719208847536,0.3825396370660843,0.8106367839432669,0.9627591679390595,0.8190867937575262,0.12139139949041439,0.4081508988850282,255.33041959146854
