max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
8.376836040352302,0.2440369746038884,0.4550732345828845,19.088359840961314,0.38356178549165265,0.8918214958119799,0.6390124817801852,0.5761426410171702,0.1104266882259541,0.40025373201267933,272.9517267041426
