max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
8.498657884881677,0.3609542501402663,0.07610737177998539,3.5105710181652907,0.7890587089752858,0.5728000647908087,0.6209674923471336,0.8610894207696699,0.1260064434431689,0.14267427801402754,162.7699644253229
