max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
6.160385253965488,6.197802469225406,20.608002045249254,7.9400038769494765,0.683012402005825,0.9040292539431434,0.9592416737282947,0.5510522112256094,0.13929842181826474,0.6284654927517732,24.487335973538613
