max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
1.701827378508016,1.0036211360371472,1.1174129856607429,3.6402104219152243,0.2916332774511805,0.657657531837492,0.9079682204021904,0.5366290932991221,0.0381873630987232,0.2728275301430103,299.4516892467617
