max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
1.0,0.0,0.0,3.0,2.0,0.5,0.999999997197442,1.0,0.03155289440803128,2.0,143.87697091363873
