max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
5.5397534398671615,6.385940507505086,19.591030135366452,5.236203849536968,1.148515426118372,0.7983047688004088,0.8819982378742466,0.8900597895078755,0.03307386644996827,0.22902303032395555,130.72124240299772
