max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
7.766448747477395,91.11512565411246,516.0112175346195,28.30858307463007,8.695932022961241,0.852286629211363,0.8361378104638013,0.9781354696182012,0.12659153461813405,6.786936690182356,4.283886287289915
