max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
9.082327836764588,0.1329348727623325,0.8974569733828219,29.12609506288989,1.915228073735466,0.7768110747079576,0.6957629831356992,0.6300552543206246,0.17241500354311035,0.03452660806465846,196.96524666589235
