max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
1.5465410865586913,0.5023363314355167,1.06118779692564,21.408950071813813,1.854481836115762,0.7079842561661929,0.5634233457283526,0.9969101243137684,0.1704829279082391,0.15454607828144407,168.3964482318425
