max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
3.65827068973271,2.291702223764914,0.7753792681387961,29.455169281377227,1.8960997102847559,0.6772006104540149,0.7619088946496841,0.7379115320181102,0.15091958883816686,0.19086041764377049,162.38491168799067
