max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
1.9199289055880313,0.48907668904859425,0.10923992118729853,28.801400222630498,0.3182004078888816,0.7907196791699369,0.8089918609072828,0.993876952525986,0.07882547928759562,0.234342063032279,87.68100799916385
