max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
1.0,1.0167810874512454e-09,0.0,30.0,1.9781622833471304,1.0,0.5,1.0,0.2,0.0,243.4326617450285
