max_delta_step,gamma,min_child_weight,max_depth,reg_lambda,subsample,colsample_bytree,colsample_bylevel,learning_rate,reg_alpha,n_estimators
1.0433580116361048,0.6993391441954566,29.419287040713503,25.744747510102478,0.9496340320792924,0.9928945907176254,0.5987208470022294,0.6295592001381302,0.06116042941672947,1.5314537352537088,2.6233511819068287
